"Year","LAD11CD","City","Major","Value"
2011,"E09000028","Southwark","Criminal Damage",248
2011,"E09000028","Southwark","Drugs",250
2011,"E09000028","Southwark","Fraud or Forgery",0
2011,"E09000028","Southwark","Other Notifiable Offences",51
2011,"E09000028","Southwark","Robbery",200
2011,"E09000028","Southwark","Sexual Offences",0
2011,"E09000028","Southwark","Theft and Handling",995
2011,"E09000028","Southwark","Violence Against the Person",451
2011,"E09000029","Sutton","Burglary",125
2011,"E09000029","Sutton","Criminal Damage",115
2011,"E09000029","Sutton","Drugs",39
2011,"E09000029","Sutton","Fraud or Forgery",0
2011,"E09000029","Sutton","Other Notifiable Offences",11
2011,"E09000029","Sutton","Robbery",36
2011,"E09000029","Sutton","Sexual Offences",0
2011,"E09000029","Sutton","Theft and Handling",363
2011,"E09000029","Sutton","Violence Against the Person",189
2011,"E09000030","Tower Hamlets","Burglary",178
2011,"E09000030","Tower Hamlets","Criminal Damage",171
2011,"E09000030","Tower Hamlets","Drugs",235
2011,"E09000030","Tower Hamlets","Fraud or Forgery",0
2011,"E09000030","Tower Hamlets","Other Notifiable Offences",35
2011,"E09000030","Tower Hamlets","Robbery",102
2011,"E09000030","Tower Hamlets","Sexual Offences",0
2011,"E09000030","Tower Hamlets","Theft and Handling",831
2011,"E09000030","Tower Hamlets","Violence Against the Person",407
2011,"E09000031","Waltham Forest","Burglary",267
2011,"E09000031","Waltham Forest","Criminal Damage",159
2011,"E09000031","Waltham Forest","Drugs",113
2011,"E09000031","Waltham Forest","Fraud or Forgery",0
2011,"E09000031","Waltham Forest","Other Notifiable Offences",26
2011,"E09000031","Waltham Forest","Robbery",123
2011,"E09000031","Waltham Forest","Sexual Offences",0
2011,"E09000031","Waltham Forest","Theft and Handling",743
2011,"E09000031","Waltham Forest","Violence Against the Person",389
2011,"E09000032","Wandsworth","Burglary",270
2011,"E09000032","Wandsworth","Criminal Damage",167
2011,"E09000032","Wandsworth","Drugs",59
2011,"E09000032","Wandsworth","Fraud or Forgery",0
2011,"E09000032","Wandsworth","Other Notifiable Offences",22
2011,"E09000032","Wandsworth","Robbery",101
2011,"E09000032","Wandsworth","Sexual Offences",0
2011,"E09000032","Wandsworth","Theft and Handling",766
2011,"E09000032","Wandsworth","Violence Against the Person",323
2011,"E09000033","Westminster","Burglary",205
2011,"E09000033","Westminster","Criminal Damage",151
2011,"E09000033","Westminster","Drugs",477
2011,"E09000033","Westminster","Fraud or Forgery",0
2011,"E09000033","Westminster","Other Notifiable Offences",37
2011,"E09000033","Westminster","Robbery",85
2011,"E09000033","Westminster","Sexual Offences",0
2011,"E09000033","Westminster","Theft and Handling",2500
2011,"E09000033","Westminster","Violence Against the Person",453
2012,"E09000001","City of London","Burglary",0
2012,"E09000001","City of London","Criminal Damage",0
2012,"E09000001","City of London","Drugs",1
2012,"E09000001","City of London","Other Notifiable Offences",0
2012,"E09000001","City of London","Robbery",2
2012,"E09000001","City of London","Theft and Handling",16
2012,"E09000001","City of London","Violence Against the Person",1
2012,"E09000002","Barking and Dagenham","Burglary",204
2012,"E09000002","Barking and Dagenham","Criminal Damage",135
2012,"E09000002","Barking and Dagenham","Drugs",76
2012,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2012,"E09000002","Barking and Dagenham","Other Notifiable Offences",18
2012,"E09000002","Barking and Dagenham","Robbery",76
2012,"E09000002","Barking and Dagenham","Sexual Offences",0
2012,"E09000002","Barking and Dagenham","Theft and Handling",538
2012,"E09000002","Barking and Dagenham","Violence Against the Person",310
2012,"E09000003","Barnet","Burglary",360
2012,"E09000003","Barnet","Criminal Damage",119
2012,"E09000003","Barnet","Drugs",65
2012,"E09000003","Barnet","Fraud or Forgery",0
2012,"E09000003","Barnet","Other Notifiable Offences",19
2012,"E09000003","Barnet","Robbery",82
2012,"E09000003","Barnet","Sexual Offences",0
2012,"E09000003","Barnet","Theft and Handling",799
2012,"E09000003","Barnet","Violence Against the Person",304
2012,"E09000004","Bexley","Burglary",120
2012,"E09000004","Bexley","Criminal Damage",105
2012,"E09000004","Bexley","Drugs",54
2012,"E09000004","Bexley","Fraud or Forgery",0
2012,"E09000004","Bexley","Other Notifiable Offences",16
2012,"E09000004","Bexley","Robbery",12
2012,"E09000004","Bexley","Sexual Offences",0
2012,"E09000004","Bexley","Theft and Handling",323
2012,"E09000004","Bexley","Violence Against the Person",202
2012,"E09000005","Brent","Burglary",298
2012,"E09000005","Brent","Criminal Damage",149
2012,"E09000005","Brent","Drugs",267
2012,"E09000005","Brent","Fraud or Forgery",0
2012,"E09000005","Brent","Other Notifiable Offences",32
2012,"E09000005","Brent","Robbery",141
2012,"E09000005","Brent","Sexual Offences",0
2012,"E09000005","Brent","Theft and Handling",658
2012,"E09000005","Brent","Violence Against the Person",559
2012,"E09000006","Bromley","Burglary",274
2012,"E09000006","Bromley","Criminal Damage",186
2012,"E09000006","Bromley","Drugs",61
2012,"E09000006","Bromley","Fraud or Forgery",0
2012,"E09000006","Bromley","Other Notifiable Offences",22
2012,"E09000006","Bromley","Robbery",52
2012,"E09000006","Bromley","Sexual Offences",0
2012,"E09000006","Bromley","Theft and Handling",721
2012,"E09000006","Bromley","Violence Against the Person",373
2012,"E09000007","Camden","Burglary",192
2012,"E09000007","Camden","Criminal Damage",131
2012,"E09000007","Camden","Drugs",176
2012,"E09000007","Camden","Fraud or Forgery",0
2012,"E09000007","Camden","Other Notifiable Offences",31
2012,"E09000007","Camden","Robbery",126
2012,"E09000007","Camden","Sexual Offences",0
2012,"E09000007","Camden","Theft and Handling",1479
2012,"E09000007","Camden","Violence Against the Person",300
2012,"E09000008","Croydon","Burglary",303
2012,"E09000008","Croydon","Criminal Damage",225
2012,"E09000008","Croydon","Drugs",213
2012,"E09000008","Croydon","Fraud or Forgery",0
2012,"E09000008","Croydon","Other Notifiable Offences",27
2012,"E09000008","Croydon","Robbery",110
2012,"E09000008","Croydon","Sexual Offences",0
2012,"E09000008","Croydon","Theft and Handling",783
2012,"E09000008","Croydon","Violence Against the Person",544
2012,"E09000009","Ealing","Burglary",326
2012,"E09000009","Ealing","Criminal Damage",183
2012,"E09000009","Ealing","Drugs",181
2012,"E09000009","Ealing","Fraud or Forgery",0
2012,"E09000009","Ealing","Other Notifiable Offences",44
2012,"E09000009","Ealing","Robbery",97
2012,"E09000009","Ealing","Sexual Offences",0
2012,"E09000009","Ealing","Theft and Handling",772
2012,"E09000009","Ealing","Violence Against the Person",590
2012,"E09000010","Enfield","Burglary",300
2012,"E09000010","Enfield","Criminal Damage",139
2012,"E09000010","Enfield","Drugs",85
2012,"E09000010","Enfield","Fraud or Forgery",0
2012,"E09000010","Enfield","Other Notifiable Offences",27
2012,"E09000010","Enfield","Robbery",109
2012,"E09000010","Enfield","Sexual Offences",0
2012,"E09000010","Enfield","Theft and Handling",554
2012,"E09000010","Enfield","Violence Against the Person",368
2012,"E09000011","Greenwich","Burglary",158
2012,"E09000011","Greenwich","Criminal Damage",169
2012,"E09000011","Greenwich","Drugs",106
2012,"E09000011","Greenwich","Fraud or Forgery",0
2012,"E09000011","Greenwich","Other Notifiable Offences",35
2012,"E09000011","Greenwich","Robbery",51
2012,"E09000011","Greenwich","Sexual Offences",0
2012,"E09000011","Greenwich","Theft and Handling",597
2012,"E09000011","Greenwich","Violence Against the Person",402
2012,"E09000012","Hackney","Burglary",199
2012,"E09000012","Hackney","Criminal Damage",149
2012,"E09000012","Hackney","Drugs",97
2012,"E09000012","Hackney","Fraud or Forgery",0
2012,"E09000012","Hackney","Other Notifiable Offences",32
2012,"E09000012","Hackney","Robbery",74
2012,"E09000012","Hackney","Sexual Offences",0
2012,"E09000012","Hackney","Theft and Handling",1214
2012,"E09000012","Hackney","Violence Against the Person",468
2012,"E09000013","Hammersmith and Fulham","Burglary",159
2012,"E09000013","Hammersmith and Fulham","Criminal Damage",118
2012,"E09000013","Hammersmith and Fulham","Drugs",99
2012,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2012,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",27
2012,"E09000013","Hammersmith and Fulham","Robbery",48
2012,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2012,"E09000013","Hammersmith and Fulham","Theft and Handling",885
2012,"E09000013","Hammersmith and Fulham","Violence Against the Person",362
2012,"E09000014","Haringey","Burglary",281
2012,"E09000014","Haringey","Criminal Damage",181
2012,"E09000014","Haringey","Drugs",125
2012,"E09000014","Haringey","Fraud or Forgery",0
2012,"E09000014","Haringey","Other Notifiable Offences",18
2012,"E09000014","Haringey","Robbery",82
2012,"E09000014","Haringey","Sexual Offences",0
2012,"E09000014","Haringey","Theft and Handling",756
2012,"E09000014","Haringey","Violence Against the Person",408
2012,"E09000015","Harrow","Burglary",196
2012,"E09000015","Harrow","Criminal Damage",102
2012,"E09000015","Harrow","Drugs",49
2012,"E09000015","Harrow","Fraud or Forgery",0
2012,"E09000015","Harrow","Other Notifiable Offences",17
2012,"E09000015","Harrow","Robbery",55
2012,"E09000015","Harrow","Sexual Offences",0
2012,"E09000015","Harrow","Theft and Handling",362
2012,"E09000015","Harrow","Violence Against the Person",249
2012,"E09000016","Havering","Burglary",184
2012,"E09000016","Havering","Criminal Damage",93
2012,"E09000016","Havering","Drugs",71
2012,"E09000016","Havering","Fraud or Forgery",0
2012,"E09000016","Havering","Other Notifiable Offences",20
2012,"E09000016","Havering","Robbery",36
2012,"E09000016","Havering","Sexual Offences",0
2012,"E09000016","Havering","Theft and Handling",506
2012,"E09000016","Havering","Violence Against the Person",241
2012,"E09000017","Hillingdon","Burglary",270
2012,"E09000017","Hillingdon","Criminal Damage",162
2012,"E09000017","Hillingdon","Drugs",82
2012,"E09000017","Hillingdon","Fraud or Forgery",0
2012,"E09000017","Hillingdon","Other Notifiable Offences",24
2012,"E09000017","Hillingdon","Robbery",59
2012,"E09000017","Hillingdon","Sexual Offences",0
2012,"E09000017","Hillingdon","Theft and Handling",715
2012,"E09000017","Hillingdon","Violence Against the Person",384
2012,"E09000018","Hounslow","Burglary",238
2012,"E09000018","Hounslow","Criminal Damage",164
2012,"E09000018","Hounslow","Drugs",102
2012,"E09000018","Hounslow","Fraud or Forgery",0
2012,"E09000018","Hounslow","Other Notifiable Offences",35
2012,"E09000018","Hounslow","Robbery",57
2012,"E09000018","Hounslow","Sexual Offences",0
2012,"E09000018","Hounslow","Theft and Handling",700
2012,"E09000018","Hounslow","Violence Against the Person",410
2012,"E09000019","Islington","Burglary",153
2012,"E09000019","Islington","Criminal Damage",120
2012,"E09000019","Islington","Drugs",96
2012,"E09000019","Islington","Fraud or Forgery",0
2012,"E09000019","Islington","Other Notifiable Offences",35
2012,"E09000019","Islington","Robbery",93
2012,"E09000019","Islington","Sexual Offences",0
2012,"E09000019","Islington","Theft and Handling",982
2012,"E09000019","Islington","Violence Against the Person",387
2012,"E09000020","Kensington and Chelsea","Burglary",137
2012,"E09000020","Kensington and Chelsea","Criminal Damage",84
2012,"E09000020","Kensington and Chelsea","Drugs",120
2012,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2012,"E09000020","Kensington and Chelsea","Other Notifiable Offences",19
2012,"E09000020","Kensington and Chelsea","Robbery",39
2012,"E09000020","Kensington and Chelsea","Sexual Offences",0
2012,"E09000020","Kensington and Chelsea","Theft and Handling",988
2012,"E09000020","Kensington and Chelsea","Violence Against the Person",193
2012,"E09000021","Kingston upon Thames","Burglary",91
2012,"E09000021","Kingston upon Thames","Criminal Damage",108
2012,"E09000021","Kingston upon Thames","Drugs",29
2012,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2012,"E09000021","Kingston upon Thames","Other Notifiable Offences",8
2012,"E09000021","Kingston upon Thames","Robbery",15
2012,"E09000021","Kingston upon Thames","Sexual Offences",0
2012,"E09000021","Kingston upon Thames","Theft and Handling",199
2012,"E09000021","Kingston upon Thames","Violence Against the Person",206
2012,"E09000022","Lambeth","Burglary",244
2012,"E09000022","Lambeth","Criminal Damage",222
2012,"E09000022","Lambeth","Drugs",164
2012,"E09000022","Lambeth","Fraud or Forgery",0
2012,"E09000022","Lambeth","Other Notifiable Offences",36
2012,"E09000022","Lambeth","Robbery",214
2012,"E09000022","Lambeth","Sexual Offences",0
2012,"E09000022","Lambeth","Theft and Handling",1086
2012,"E09000022","Lambeth","Violence Against the Person",481
2012,"E09000023","Lewisham","Burglary",240
2012,"E09000023","Lewisham","Criminal Damage",172
2012,"E09000023","Lewisham","Drugs",83
2012,"E09000023","Lewisham","Fraud or Forgery",0
2012,"E09000023","Lewisham","Other Notifiable Offences",19
2012,"E09000023","Lewisham","Robbery",97
2012,"E09000023","Lewisham","Sexual Offences",0
2012,"E09000023","Lewisham","Theft and Handling",612
2012,"E09000023","Lewisham","Violence Against the Person",438
2012,"E09000024","Merton","Burglary",111
2012,"E09000024","Merton","Criminal Damage",105
2012,"E09000024","Merton","Drugs",64
2012,"E09000024","Merton","Fraud or Forgery",0
2012,"E09000024","Merton","Other Notifiable Offences",10
2012,"E09000024","Merton","Robbery",50
2012,"E09000024","Merton","Sexual Offences",0
2012,"E09000024","Merton","Theft and Handling",456
2012,"E09000024","Merton","Violence Against the Person",183
2012,"E09000025","Newham","Burglary",252
2012,"E09000025","Newham","Criminal Damage",183
2012,"E09000025","Newham","Drugs",136
2012,"E09000025","Newham","Fraud or Forgery",0
2012,"E09000025","Newham","Other Notifiable Offences",30
2012,"E09000025","Newham","Robbery",182
2012,"E09000025","Newham","Sexual Offences",0
2012,"E09000025","Newham","Theft and Handling",1032
2012,"E09000025","Newham","Violence Against the Person",519
2012,"E09000026","Redbridge","Burglary",225
2012,"E09000026","Redbridge","Criminal Damage",137
2012,"E09000026","Redbridge","Drugs",124
2012,"E09000026","Redbridge","Fraud or Forgery",0
2012,"E09000026","Redbridge","Other Notifiable Offences",21
2012,"E09000026","Redbridge","Robbery",92
2012,"E09000026","Redbridge","Sexual Offences",0
2012,"E09000026","Redbridge","Theft and Handling",773
2012,"E09000026","Redbridge","Violence Against the Person",312
2012,"E09000027","Richmond upon Thames","Burglary",124
2012,"E09000027","Richmond upon Thames","Criminal Damage",98
2012,"E09000027","Richmond upon Thames","Drugs",41
2012,"E09000027","Richmond upon Thames","Fraud or Forgery",0
2012,"E09000027","Richmond upon Thames","Other Notifiable Offences",11
2012,"E09000027","Richmond upon Thames","Robbery",27
2012,"E09000027","Richmond upon Thames","Sexual Offences",0
2012,"E09000027","Richmond upon Thames","Theft and Handling",451
2012,"E09000027","Richmond upon Thames","Violence Against the Person",173
2012,"E09000028","Southwark","Burglary",242
2012,"E09000028","Southwark","Criminal Damage",181
2012,"E09000028","Southwark","Drugs",161
2012,"E09000028","Southwark","Fraud or Forgery",0
2012,"E09000028","Southwark","Other Notifiable Offences",48
2012,"E09000028","Southwark","Robbery",192
2012,"E09000028","Southwark","Sexual Offences",0
2012,"E09000028","Southwark","Theft and Handling",1035
2012,"E09000028","Southwark","Violence Against the Person",514
2012,"E09000029","Sutton","Burglary",126
2012,"E09000029","Sutton","Criminal Damage",104
2012,"E09000029","Sutton","Drugs",48
2012,"E09000029","Sutton","Fraud or Forgery",0
2012,"E09000029","Sutton","Other Notifiable Offences",10
2012,"E09000029","Sutton","Robbery",19
2012,"E09000029","Sutton","Sexual Offences",0
2012,"E09000029","Sutton","Theft and Handling",346
2012,"E09000029","Sutton","Violence Against the Person",212
2012,"E09000030","Tower Hamlets","Burglary",211
2012,"E09000030","Tower Hamlets","Criminal Damage",156
2012,"E09000030","Tower Hamlets","Drugs",212
2012,"E09000030","Tower Hamlets","Fraud or Forgery",0
2012,"E09000030","Tower Hamlets","Other Notifiable Offences",28
2012,"E09000030","Tower Hamlets","Robbery",115
2012,"E09000030","Tower Hamlets","Sexual Offences",0
2012,"E09000030","Tower Hamlets","Theft and Handling",889
2012,"E09000030","Tower Hamlets","Violence Against the Person",452
2012,"E09000031","Waltham Forest","Burglary",287
2012,"E09000031","Waltham Forest","Criminal Damage",166
2012,"E09000031","Waltham Forest","Drugs",120
2012,"E09000031","Waltham Forest","Fraud or Forgery",0
2012,"E09000031","Waltham Forest","Other Notifiable Offences",22
2012,"E09000031","Waltham Forest","Robbery",143
2012,"E09000031","Waltham Forest","Sexual Offences",0
2012,"E09000031","Waltham Forest","Theft and Handling",661
2012,"E09000031","Waltham Forest","Violence Against the Person",449
2012,"E09000032","Wandsworth","Burglary",239
2012,"E09000032","Wandsworth","Criminal Damage",137
2012,"E09000032","Wandsworth","Drugs",117
2012,"E09000032","Wandsworth","Fraud or Forgery",0
2012,"E09000032","Wandsworth","Other Notifiable Offences",18
2012,"E09000032","Wandsworth","Robbery",79
2012,"E09000032","Wandsworth","Sexual Offences",0
2012,"E09000032","Wandsworth","Theft and Handling",949
2012,"E09000032","Wandsworth","Violence Against the Person",357
2012,"E09000033","Westminster","Burglary",403
2012,"E09000033","Westminster","Criminal Damage",163
2012,"E09000033","Westminster","Drugs",418
2012,"E09000033","Westminster","Fraud or Forgery",0
2012,"E09000033","Westminster","Other Notifiable Offences",26
2012,"E09000033","Westminster","Robbery",157
2012,"E09000033","Westminster","Sexual Offences",0
2012,"E09000033","Westminster","Theft and Handling",3844
2012,"E09000033","Westminster","Violence Against the Person",602
2013,"E09000001","City of London","Burglary",2
2013,"E09000001","City of London","Criminal Damage",0
2013,"E09000001","City of London","Drugs",0
2013,"E09000001","City of London","Other Notifiable Offences",0
2013,"E09000001","City of London","Robbery",1
2013,"E09000001","City of London","Theft and Handling",5
2013,"E09000001","City of London","Violence Against the Person",2
2013,"E09000002","Barking and Dagenham","Burglary",167
2013,"E09000002","Barking and Dagenham","Criminal Damage",140
2013,"E09000002","Barking and Dagenham","Drugs",63
2013,"E09000002","Barking and Dagenham","Fraud or Forgery",0
2013,"E09000002","Barking and Dagenham","Other Notifiable Offences",21
2013,"E09000002","Barking and Dagenham","Robbery",61
2013,"E09000002","Barking and Dagenham","Sexual Offences",0
2013,"E09000002","Barking and Dagenham","Theft and Handling",466
2013,"E09000002","Barking and Dagenham","Violence Against the Person",278
2013,"E09000003","Barnet","Burglary",290
2013,"E09000003","Barnet","Criminal Damage",137
2013,"E09000003","Barnet","Drugs",83
2013,"E09000003","Barnet","Fraud or Forgery",0
2013,"E09000003","Barnet","Other Notifiable Offences",23
2013,"E09000003","Barnet","Robbery",70
2013,"E09000003","Barnet","Sexual Offences",0
2013,"E09000003","Barnet","Theft and Handling",772
2013,"E09000003","Barnet","Violence Against the Person",295
2013,"E09000004","Bexley","Burglary",165
2013,"E09000004","Bexley","Criminal Damage",107
2013,"E09000004","Bexley","Drugs",45
2013,"E09000004","Bexley","Fraud or Forgery",0
2013,"E09000004","Bexley","Other Notifiable Offences",21
2013,"E09000004","Bexley","Robbery",16
2013,"E09000004","Bexley","Sexual Offences",0
2013,"E09000004","Bexley","Theft and Handling",343
2013,"E09000004","Bexley","Violence Against the Person",164
2013,"E09000005","Brent","Burglary",208
2013,"E09000005","Brent","Criminal Damage",139
2013,"E09000005","Brent","Drugs",295
2013,"E09000005","Brent","Fraud or Forgery",0
2013,"E09000005","Brent","Other Notifiable Offences",30
2013,"E09000005","Brent","Robbery",84
2013,"E09000005","Brent","Sexual Offences",0
2013,"E09000005","Brent","Theft and Handling",605
2013,"E09000005","Brent","Violence Against the Person",419
2013,"E09000006","Bromley","Burglary",296
2013,"E09000006","Bromley","Criminal Damage",146
2013,"E09000006","Bromley","Drugs",88
2013,"E09000006","Bromley","Fraud or Forgery",0
2013,"E09000006","Bromley","Other Notifiable Offences",11
2013,"E09000006","Bromley","Robbery",35
2013,"E09000006","Bromley","Sexual Offences",0
2013,"E09000006","Bromley","Theft and Handling",594
2013,"E09000006","Bromley","Violence Against the Person",326
2013,"E09000007","Camden","Burglary",233
2013,"E09000007","Camden","Criminal Damage",130
2013,"E09000007","Camden","Drugs",154
2013,"E09000007","Camden","Fraud or Forgery",0
2013,"E09000007","Camden","Other Notifiable Offences",33
2013,"E09000007","Camden","Robbery",87
2013,"E09000007","Camden","Sexual Offences",0
2013,"E09000007","Camden","Theft and Handling",1157
2013,"E09000007","Camden","Violence Against the Person",352
2013,"E09000008","Croydon","Burglary",296
2013,"E09000008","Croydon","Criminal Damage",248
2013,"E09000008","Croydon","Drugs",151
2013,"E09000008","Croydon","Fraud or Forgery",0
2013,"E09000008","Croydon","Other Notifiable Offences",27
2013,"E09000008","Croydon","Robbery",121
2013,"E09000008","Croydon","Sexual Offences",0
2013,"E09000008","Croydon","Theft and Handling",836
2013,"E09000008","Croydon","Violence Against the Person",444
2013,"E09000009","Ealing","Burglary",288
2013,"E09000009","Ealing","Criminal Damage",171
2013,"E09000009","Ealing","Drugs",165
2013,"E09000009","Ealing","Fraud or Forgery",0
2013,"E09000009","Ealing","Other Notifiable Offences",35
2013,"E09000009","Ealing","Robbery",55
2013,"E09000009","Ealing","Sexual Offences",0
2013,"E09000009","Ealing","Theft and Handling",881
2013,"E09000009","Ealing","Violence Against the Person",533
2013,"E09000010","Enfield","Burglary",264
2013,"E09000010","Enfield","Criminal Damage",166
2013,"E09000010","Enfield","Drugs",123
2013,"E09000010","Enfield","Fraud or Forgery",0
2013,"E09000010","Enfield","Other Notifiable Offences",24
2013,"E09000010","Enfield","Robbery",61
2013,"E09000010","Enfield","Sexual Offences",0
2013,"E09000010","Enfield","Theft and Handling",633
2013,"E09000010","Enfield","Violence Against the Person",373
2013,"E09000011","Greenwich","Burglary",188
2013,"E09000011","Greenwich","Criminal Damage",135
2013,"E09000011","Greenwich","Drugs",94
2013,"E09000011","Greenwich","Fraud or Forgery",0
2013,"E09000011","Greenwich","Other Notifiable Offences",31
2013,"E09000011","Greenwich","Robbery",44
2013,"E09000011","Greenwich","Sexual Offences",0
2013,"E09000011","Greenwich","Theft and Handling",628
2013,"E09000011","Greenwich","Violence Against the Person",388
2013,"E09000012","Hackney","Burglary",235
2013,"E09000012","Hackney","Criminal Damage",130
2013,"E09000012","Hackney","Drugs",125
2013,"E09000012","Hackney","Fraud or Forgery",0
2013,"E09000012","Hackney","Other Notifiable Offences",31
2013,"E09000012","Hackney","Robbery",98
2013,"E09000012","Hackney","Sexual Offences",0
2013,"E09000012","Hackney","Theft and Handling",882
2013,"E09000012","Hackney","Violence Against the Person",453
2013,"E09000013","Hammersmith and Fulham","Burglary",103
2013,"E09000013","Hammersmith and Fulham","Criminal Damage",78
2013,"E09000013","Hammersmith and Fulham","Drugs",136
2013,"E09000013","Hammersmith and Fulham","Fraud or Forgery",0
2013,"E09000013","Hammersmith and Fulham","Other Notifiable Offences",35
2013,"E09000013","Hammersmith and Fulham","Robbery",33
2013,"E09000013","Hammersmith and Fulham","Sexual Offences",0
2013,"E09000013","Hammersmith and Fulham","Theft and Handling",622
2013,"E09000013","Hammersmith and Fulham","Violence Against the Person",316
2013,"E09000014","Haringey","Burglary",215
2013,"E09000014","Haringey","Criminal Damage",148
2013,"E09000014","Haringey","Drugs",80
2013,"E09000014","Haringey","Fraud or Forgery",0
2013,"E09000014","Haringey","Other Notifiable Offences",25
2013,"E09000014","Haringey","Robbery",74
2013,"E09000014","Haringey","Sexual Offences",0
2013,"E09000014","Haringey","Theft and Handling",672
2013,"E09000014","Haringey","Violence Against the Person",394
2013,"E09000015","Harrow","Burglary",212
2013,"E09000015","Harrow","Criminal Damage",91
2013,"E09000015","Harrow","Drugs",63
2013,"E09000015","Harrow","Fraud or Forgery",0
2013,"E09000015","Harrow","Other Notifiable Offences",16
2013,"E09000015","Harrow","Robbery",41
2013,"E09000015","Harrow","Sexual Offences",0
2013,"E09000015","Harrow","Theft and Handling",303
2013,"E09000015","Harrow","Violence Against the Person",254
2013,"E09000016","Havering","Burglary",194
2013,"E09000016","Havering","Criminal Damage",108
2013,"E09000016","Havering","Drugs",81
2013,"E09000016","Havering","Fraud or Forgery",0
2013,"E09000016","Havering","Other Notifiable Offences",28
2013,"E09000016","Havering","Robbery",30
2013,"E09000016","Havering","Sexual Offences",0
2013,"E09000016","Havering","Theft and Handling",475
2013,"E09000016","Havering","Violence Against the Person",239
2013,"E09000017","Hillingdon","Burglary",247
2013,"E09000017","Hillingdon","Criminal Damage",157
2013,"E09000017","Hillingdon","Drugs",93
2013,"E09000017","Hillingdon","Fraud or Forgery",0
2013,"E09000017","Hillingdon","Other Notifiable Offences",38
2013,"E09000017","Hillingdon","Robbery",48
2013,"E09000017","Hillingdon","Sexual Offences",0
2013,"E09000017","Hillingdon","Theft and Handling",605
2013,"E09000017","Hillingdon","Violence Against the Person",401
2013,"E09000018","Hounslow","Burglary",224
2013,"E09000018","Hounslow","Criminal Damage",144
2013,"E09000018","Hounslow","Drugs",131
2013,"E09000018","Hounslow","Fraud or Forgery",0
2013,"E09000018","Hounslow","Other Notifiable Offences",51
2013,"E09000018","Hounslow","Robbery",40
2013,"E09000018","Hounslow","Sexual Offences",0
2013,"E09000018","Hounslow","Theft and Handling",600
2013,"E09000018","Hounslow","Violence Against the Person",424
2013,"E09000019","Islington","Burglary",212
2013,"E09000019","Islington","Criminal Damage",125
2013,"E09000019","Islington","Drugs",108
2013,"E09000019","Islington","Fraud or Forgery",0
2013,"E09000019","Islington","Other Notifiable Offences",20
2013,"E09000019","Islington","Robbery",76
2013,"E09000019","Islington","Sexual Offences",0
2013,"E09000019","Islington","Theft and Handling",893
2013,"E09000019","Islington","Violence Against the Person",390
2013,"E09000020","Kensington and Chelsea","Burglary",163
2013,"E09000020","Kensington and Chelsea","Criminal Damage",60
2013,"E09000020","Kensington and Chelsea","Drugs",82
2013,"E09000020","Kensington and Chelsea","Fraud or Forgery",0
2013,"E09000020","Kensington and Chelsea","Other Notifiable Offences",22
2013,"E09000020","Kensington and Chelsea","Robbery",29
2013,"E09000020","Kensington and Chelsea","Sexual Offences",0
2013,"E09000020","Kensington and Chelsea","Theft and Handling",677
2013,"E09000020","Kensington and Chelsea","Violence Against the Person",173
2013,"E09000021","Kingston upon Thames","Burglary",79
2013,"E09000021","Kingston upon Thames","Criminal Damage",89
2013,"E09000021","Kingston upon Thames","Drugs",48
2013,"E09000021","Kingston upon Thames","Fraud or Forgery",0
2013,"E09000021","Kingston upon Thames","Other Notifiable Offences",9
2013,"E09000021","Kingston upon Thames","Robbery",11
2013,"E09000021","Kingston upon Thames","Sexual Offences",0
2013,"E09000021","Kingston upon Thames","Theft and Handling",276
2013,"E09000021","Kingston upon Thames","Violence Against the Person",170
2013,"E09000022","Lambeth","Burglary",264
2013,"E09000022","Lambeth","Criminal Damage",209
2013,"E09000022","Lambeth","Drugs",162
2013,"E09000022","Lambeth","Fraud or Forgery",0
2013,"E09000022","Lambeth","Other Notifiable Offences",29
2013,"E09000022","Lambeth","Robbery",206
2013,"E09000022","Lambeth","Sexual Offences",0
2013,"E09000022","Lambeth","Theft and Handling",999
2013,"E09000022","Lambeth","Violence Against the Person",560
2013,"E09000023","Lewisham","Burglary",267
2013,"E09000023","Lewisham","Criminal Damage",166
2013,"E09000023","Lewisham","Drugs",104
2013,"E09000023","Lewisham","Fraud or Forgery",0
2013,"E09000023","Lewisham","Other Notifiable Offences",28
2013,"E09000023","Lewisham","Robbery",124
2013,"E09000023","Lewisham","Sexual Offences",0
2013,"E09000023","Lewisham","Theft and Handling",554
2013,"E09000023","Lewisham","Violence Against the Person",491
2013,"E09000024","Merton","Burglary",130
2013,"E09000024","Merton","Criminal Damage",72
2013,"E09000024","Merton","Drugs",49
2013,"E09000024","Merton","Fraud or Forgery",0
2013,"E09000024","Merton","Other Notifiable Offences",7
2013,"E09000024","Merton","Robbery",23
2013,"E09000024","Merton","Sexual Offences",0
2013,"E09000024","Merton","Theft and Handling",386
2013,"E09000024","Merton","Violence Against the Person",205
2013,"E09000025","Newham","Burglary",228
2013,"E09000025","Newham","Criminal Damage",139
